Comunidades y Ciudades Autónomas;Edades;Sexo;Periodo;Total
Canarias;De 60 a 64 años;Mujeres;2021;11,474
Canarias;De 60 a 64 años;Mujeres;2020;5,85
Canarias;De 60 a 64 años;Mujeres;2019;9,143
Canarias;De 60 a 64 años;Mujeres;2018;12,648
Canarias;De 65 a 69 años;Total;2021;15,238
Canarias;De 65 a 69 años;Total;2020;9,811
Canarias;De 65 a 69 años;Total;2019;8,289
Canarias;De 65 a 69 años;Total;2018;9,506
Canarias;De 65 a 69 años;Hombres;2021;24,094
Canarias;De 65 a 69 años;Hombres;2020;11,044
Canarias;De 65 a 69 años;Hombres;2019;17,063
Canarias;De 65 a 69 años;Hombres;2018;9,741
Canarias;De 65 a 69 años;Mujeres;2021;6,943
Canarias;De 65 a 69 años;Mujeres;2020;8,652
Canarias;De 65 a 69 años;Mujeres;2019;0
Canarias;De 65 a 69 años;Mujeres;2018;9,282
Canarias;De 70 a 74 años;Total;2021;12,121
Canarias;De 70 a 74 años;Total;2020;18,321
Canarias;De 70 a 74 años;Total;2019;9,909
Canarias;De 70 a 74 años;Total;2018;12,425
Canarias;De 70 a 74 años;Hombres;2021;16,293
Canarias;De 70 a 74 años;Hombres;2020;22,688
Canarias;De 70 a 74 años;Hombres;2019;18,548
Canarias;De 70 a 74 años;Hombres;2018;16,664
Canarias;De 70 a 74 años;Mujeres;2021;8,37
Canarias;De 70 a 74 años;Mujeres;2020;14,369
Canarias;De 70 a 74 años;Mujeres;2019;2,097
Canarias;De 70 a 74 años;Mujeres;2018;8,598
Canarias;De 75 a 79 años;Total;2021;20,937
Canarias;De 75 a 79 años;Total;2020;12,397
Canarias;De 75 a 79 años;Total;2019;15,991
Canarias;De 75 a 79 años;Total;2018;9,283
Canarias;De 75 a 79 años;Hombres;2021;30,638
Canarias;De 75 a 79 años;Hombres;2020;21,009
Canarias;De 75 a 79 años;Hombres;2019;31,749
Canarias;De 75 a 79 años;Hombres;2018;16,954
Canarias;De 75 a 79 años;Mujeres;2021;12,819
Canarias;De 75 a 79 años;Mujeres;2020;5,092
Canarias;De 75 a 79 años;Mujeres;2019;2,681
Canarias;De 75 a 79 años;Mujeres;2018;2,845
Canarias;De 80 a 84 años;Total;2021;10,868
Canarias;De 80 a 84 años;Total;2020;18,577
Canarias;De 80 a 84 años;Total;2019;14,482
Canarias;De 80 a 84 años;Total;2018;12,152
Canarias;De 80 a 84 años;Hombres;2021;15,709
Canarias;De 80 a 84 años;Hombres;2020;34,309
Canarias;De 80 a 84 años;Hombres;2019;34,535
Canarias;De 80 a 84 años;Hombres;2018;14,571
Canarias;De 80 a 84 años;Mujeres;2021;7,432
Canarias;De 80 a 84 años;Mujeres;2020;7,131
Canarias;De 80 a 84 años;Mujeres;2019;0
Canarias;De 80 a 84 años;Mujeres;2018;10,422
Canarias;De 85 a 89 años;Total;2021;18,316
Canarias;De 85 a 89 años;Total;2020;18,073
Canarias;De 85 a 89 años;Total;2019;22,203
Canarias;De 85 a 89 años;Total;2018;10,099
Canarias;De 85 a 89 años;Hombres;2021;33,17
Canarias;De 85 a 89 años;Hombres;2020;39,643
Canarias;De 85 a 89 años;Hombres;2019;50,608
Canarias;De 85 a 89 años;Hombres;2018;18,033
Canarias;De 85 a 89 años;Mujeres;2021;9,662
Canarias;De 85 a 89 años;Mujeres;2020;4,858
Canarias;De 85 a 89 años;Mujeres;2019;5,083
Canarias;De 85 a 89 años;Mujeres;2018;5,372
Canarias;De 90 a 94 años;Total;2021;0
Canarias;De 90 a 94 años;Total;2020;0
Canarias;De 90 a 94 años;Total;2019;17,019
Canarias;De 90 a 94 años;Total;2018;27,389
Canarias;De 90 a 94 años;Hombres;2021;0
Canarias;De 90 a 94 años;Hombres;2020;0
Canarias;De 90 a 94 años;Hombres;2019;25,254
Canarias;De 90 a 94 años;Hombres;2018;54,526
Canarias;De 90 a 94 años;Mujeres;2021;0
Canarias;De 90 a 94 años;Mujeres;2020;0
Canarias;De 90 a 94 años;Mujeres;2019;12,834
Canarias;De 90 a 94 años;Mujeres;2018;13,726
Canarias;95 y más años;Total;2021;29,789
Canarias;95 y más años;Total;2020;25,307
Canarias;95 y más años;Total;2019;27,744
Canarias;95 y más años;Total;2018;0
Canarias;95 y más años;Hombres;2021;108,696
Canarias;95 y más años;Hombres;2020;78,116
Canarias;95 y más años;Hombres;2019;0
Canarias;95 y más años;Hombres;2018;0
Canarias;95 y más años;Mujeres;2021;0
Canarias;95 y más años;Mujeres;2020;0
Canarias;95 y más años;Mujeres;2019;40,661
Canarias;95 y más años;Mujeres;2018;0
Cantabria;Menos de 15 años;Total;2021;0
Cantabria;Menos de 15 años;Total;2020;0
Cantabria;Menos de 15 años;Total;2019;1,308
Cantabria;Menos de 15 años;Total;2018;0
Cantabria;Menos de 15 años;Hombres;2021;0
Cantabria;Menos de 15 años;Hombres;2020;0
Cantabria;Menos de 15 años;Hombres;2019;0
Cantabria;Menos de 15 años;Hombres;2018;0
Cantabria;Menos de 15 años;Mujeres;2021;0
Cantabria;Menos de 15 años;Mujeres;2020;0
Cantabria;Menos de 15 años;Mujeres;2019;2,715
Cantabria;Menos de 15 años;Mujeres;2018;0
Cantabria;De 15 a 29 años;Total;2021;3,82
Cantabria;De 15 a 29 años;Total;2020;1,284
Cantabria;De 15 a 29 años;Total;2019;5,22
Cantabria;De 15 a 29 años;Total;2018;1,322
Cantabria;De 15 a 29 años;Hombres;2021;4,967
Cantabria;De 15 a 29 años;Hombres;2020;0
Cantabria;De 15 a 29 años;Hombres;2019;5,069
Cantabria;De 15 a 29 años;Hombres;2018;2,572
Cantabria;De 15 a 29 años;Mujeres;2021;2,613
Cantabria;De 15 a 29 años;Mujeres;2020;2,654
Cantabria;De 15 a 29 años;Mujeres;2019;5,38
Cantabria;De 15 a 29 años;Mujeres;2018;0
Cantabria;De 30 a 39 años;Total;2021;4,527
Cantabria;De 30 a 39 años;Total;2020;4,384
Cantabria;De 30 a 39 años;Total;2019;5,574
Cantabria;De 30 a 39 años;Total;2018;5,317
Cantabria;De 30 a 39 años;Hombres;2021;6,055
Cantabria;De 30 a 39 años;Hombres;2020;5,836
Cantabria;De 30 a 39 años;Hombres;2019;11,109
Cantabria;De 30 a 39 años;Hombres;2018;10,568
Cantabria;De 30 a 39 años;Mujeres;2021;3,009
Cantabria;De 30 a 39 años;Mujeres;2020;2,927
Cantabria;De 30 a 39 años;Mujeres;2019;0
Cantabria;De 30 a 39 años;Mujeres;2018;0
Cantabria;De 40 a 44 años;Total;2021;14,454
Cantabria;De 40 a 44 años;Total;2020;8,141
Cantabria;De 40 a 44 años;Total;2019;0
Cantabria;De 40 a 44 años;Total;2018;2,014
Cantabria;De 40 a 44 años;Hombres;2021;24,769
Cantabria;De 40 a 44 años;Hombres;2020;16,207
Cantabria;De 40 a 44 años;Hombres;2019;0
Cantabria;De 40 a 44 años;Hombres;2018;3,985
Cantabria;De 40 a 44 años;Mujeres;2021;4,131
Cantabria;De 40 a 44 años;Mujeres;2020;0
Cantabria;De 40 a 44 años;Mujeres;2019;0
Cantabria;De 40 a 44 años;Mujeres;2018;0
Cantabria;De 45 a 49 años;Total;2021;8,077
Cantabria;De 45 a 49 años;Total;2020;6,237
Cantabria;De 45 a 49 años;Total;2019;2,107
Cantabria;De 45 a 49 años;Total;2018;8,53
Cantabria;De 45 a 49 años;Hombres;2021;16,16
Cantabria;De 45 a 49 años;Hombres;2020;4,15
Cantabria;De 45 a 49 años;Hombres;2019;0
Cantabria;De 45 a 49 años;Hombres;2018;12,745
Cantabria;De 45 a 49 años;Mujeres;2021;0
Cantabria;De 45 a 49 años;Mujeres;2020;8,334
Cantabria;De 45 a 49 años;Mujeres;2019;4,22
Cantabria;De 45 a 49 años;Mujeres;2018;4,282
Cantabria;De 50 a 54 años;Total;2021;6,425
Cantabria;De 50 a 54 años;Total;2020;15,129
Cantabria;De 50 a 54 años;Total;2019;19,616
Cantabria;De 50 a 54 años;Total;2018;6,574
Cantabria;De 50 a 54 años;Hombres;2021;12,862
Cantabria;De 50 a 54 años;Hombres;2020;25,964
Cantabria;De 50 a 54 años;Hombres;2019;21,85
Cantabria;De 50 a 54 años;Hombres;2018;13,201
Cantabria;De 50 a 54 años;Mujeres;2021;0
Cantabria;De 50 a 54 años;Mujeres;2020;4,318
Cantabria;De 50 a 54 años;Mujeres;2019;17,393
Cantabria;De 50 a 54 años;Mujeres;2018;0
Cantabria;De 55 a 59 años;Total;2021;11,194
Cantabria;De 55 a 59 años;Total;2020;11,319
Cantabria;De 55 a 59 años;Total;2019;11,356
Cantabria;De 55 a 59 años;Total;2018;18,141
Cantabria;De 55 a 59 años;Hombres;2021;18,278
Cantabria;De 55 a 59 años;Hombres;2020;23,004
Cantabria;De 55 a 59 años;Hombres;2019;13,89
Cantabria;De 55 a 59 años;Hombres;2018;27,736
Cantabria;De 55 a 59 años;Mujeres;2021;4,39
Cantabria;De 55 a 59 años;Mujeres;2020;0
Cantabria;De 55 a 59 años;Mujeres;2019;8,917
Cantabria;De 55 a 59 años;Mujeres;2018;8,903
Cantabria;De 60 a 64 años;Total;2021;6,894
Cantabria;De 60 a 64 años;Total;2020;9,401
Cantabria;De 60 a 64 años;Total;2019;7,251
Cantabria;De 60 a 64 años;Total;2018;2,494
Cantabria;De 60 a 64 años;Hombres;2021;9,46
Cantabria;De 60 a 64 años;Hombres;2020;9,632
Cantabria;De 60 a 64 años;Hombres;2019;14,823
Cantabria;De 60 a 64 años;Hombres;2018;5,104
Cantabria;De 60 a 64 años;Mujeres;2021;4,47
Cantabria;De 60 a 64 años;Mujeres;2020;9,181
Cantabria;De 60 a 64 años;Mujeres;2019;0
Cantabria;De 60 a 64 años;Mujeres;2018;0
Cantabria;De 65 a 69 años;Total;2021;13,616
Cantabria;De 65 a 69 años;Total;2020;5,598
Cantabria;De 65 a 69 años;Total;2019;8,543
Cantabria;De 65 a 69 años;Total;2018;2,876
Cantabria;De 65 a 69 años;Hombres;2021;22,818
Cantabria;De 65 a 69 años;Hombres;2020;5,876
Cantabria;De 65 a 69 años;Hombres;2019;17,914
Cantabria;De 65 a 69 años;Hombres;2018;6,013
Cantabria;De 65 a 69 años;Mujeres;2021;5,211
Cantabria;De 65 a 69 años;Mujeres;2020;5,345
Cantabria;De 65 a 69 años;Mujeres;2019;0
Cantabria;De 65 a 69 años;Mujeres;2018;0
Cantabria;De 70 a 74 años;Total;2021;12,518
Cantabria;De 70 a 74 años;Total;2020;22,437
Cantabria;De 70 a 74 años;Total;2019;13,235
Cantabria;De 70 a 74 años;Total;2018;6,914
Cantabria;De 70 a 74 años;Hombres;2021;26,828
Cantabria;De 70 a 74 años;Hombres;2020;34,452
Cantabria;De 70 a 74 años;Hombres;2019;21,437
Cantabria;De 70 a 74 años;Hombres;2018;7,455
Cantabria;De 70 a 74 años;Mujeres;2021;0
Cantabria;De 70 a 74 años;Mujeres;2020;11,987
Cantabria;De 70 a 74 años;Mujeres;2019;6,162
Cantabria;De 70 a 74 años;Mujeres;2018;6,446
Cantabria;De 75 a 79 años;Total;2021;16,739
Cantabria;De 75 a 79 años;Total;2020;8,783
Cantabria;De 75 a 79 años;Total;2019;0
Cantabria;De 75 a 79 años;Total;2018;14,91
Cantabria;De 75 a 79 años;Hombres;2021;28,539
Cantabria;De 75 a 79 años;Hombres;2020;19,932
Cantabria;De 75 a 79 años;Hombres;2019;0
Cantabria;De 75 a 79 años;Hombres;2018;22,694
Cantabria;De 75 a 79 años;Mujeres;2021;7,472
Cantabria;De 75 a 79 años;Mujeres;2020;0
Cantabria;De 75 a 79 años;Mujeres;2019;0
Cantabria;De 75 a 79 años;Mujeres;2018;8,844
Cantabria;De 80 a 84 años;Total;2021;11,915
Cantabria;De 80 a 84 años;Total;2020;29,006
Cantabria;De 80 a 84 años;Total;2019;11,058
Cantabria;De 80 a 84 años;Total;2018;0
Cantabria;De 80 a 84 años;Hombres;2021;29,656
Cantabria;De 80 a 84 años;Hombres;2020;43,715
Cantabria;De 80 a 84 años;Hombres;2019;27,63
Cantabria;De 80 a 84 años;Hombres;2018;0
Cantabria;De 80 a 84 años;Mujeres;2021;0
Cantabria;De 80 a 84 años;Mujeres;2020;19,277
Cantabria;De 80 a 84 años;Mujeres;2019;0
Cantabria;De 80 a 84 años;Mujeres;2018;0
Cantabria;De 85 a 89 años;Total;2021;27,174
Cantabria;De 85 a 89 años;Total;2020;6,775
Cantabria;De 85 a 89 años;Total;2019;0
Cantabria;De 85 a 89 años;Total;2018;0
Cantabria;De 85 a 89 años;Hombres;2021;58,005
Cantabria;De 85 a 89 años;Hombres;2020;19,161
Cantabria;De 85 a 89 años;Hombres;2019;0
Cantabria;De 85 a 89 años;Hombres;2018;0
Cantabria;De 85 a 89 años;Mujeres;2021;10,473
Cantabria;De 85 a 89 años;Mujeres;2020;0
Cantabria;De 85 a 89 años;Mujeres;2019;0
Cantabria;De 85 a 89 años;Mujeres;2018;0
Cantabria;De 90 a 94 años;Total;2021;13,814
Cantabria;De 90 a 94 años;Total;2020;28,341
Cantabria;De 90 a 94 años;Total;2019;0
Cantabria;De 90 a 94 años;Total;2018;0
Cantabria;De 90 a 94 años;Hombres;2021;48,054
Cantabria;De 90 a 94 años;Hombres;2020;98,135
Cantabria;De 90 a 94 años;Hombres;2019;0
Cantabria;De 90 a 94 años;Hombres;2018;0
Cantabria;De 90 a 94 años;Mujeres;2021;0
Cantabria;De 90 a 94 años;Mujeres;2020;0
Cantabria;De 90 a 94 años;Mujeres;2019;0
Cantabria;De 90 a 94 años;Mujeres;2018;0
Cantabria;95 y más años;Total;2021;0
Cantabria;95 y más años;Total;2020;0
Cantabria;95 y más años;Total;2019;0
Cantabria;95 y más años;Total;2018;0
Cantabria;95 y más años;Hombres;2021;0
Cantabria;95 y más años;Hombres;2020;0
Cantabria;95 y más años;Hombres;2019;0
Cantabria;95 y más años;Hombres;2018;0
Cantabria;95 y más años;Mujeres;2021;0
Cantabria;95 y más años;Mujeres;2020;0
Cantabria;95 y más años;Mujeres;2019;0
Cantabria;95 y más años;Mujeres;2018;0
Castilla y León;Menos de 15 años;Total;2021;0,384
Castilla y León;Menos de 15 años;Total;2020;0
Castilla y León;Menos de 15 años;Total;2019;0
Castilla y León;Menos de 15 años;Total;2018;0
Castilla y León;Menos de 15 años;Hombres;2021;0
Castilla y León;Menos de 15 años;Hombres;2020;0
Castilla y León;Menos de 15 años;Hombres;2019;0
Castilla y León;Menos de 15 años;Hombres;2018;0
Castilla y León;Menos de 15 años;Mujeres;2021;0,792
Castilla y León;Menos de 15 años;Mujeres;2020;0
Castilla y León;Menos de 15 años;Mujeres;2019;0
Castilla y León;Menos de 15 años;Mujeres;2018;0
Castilla y León;De 15 a 29 años;Total;2021;2,868
Castilla y León;De 15 a 29 años;Total;2020;3,48
Castilla y León;De 15 a 29 años;Total;2019;5,066
Castilla y León;De 15 a 29 años;Total;2018;5,684
Castilla y León;De 15 a 29 años;Hombres;2021;4,952
Castilla y León;De 15 a 29 años;Hombres;2020;5,528
Castilla y León;De 15 a 29 años;Hombres;2019;6,155
Castilla y León;De 15 a 29 años;Hombres;2018;8,591
Castilla y León;De 15 a 29 años;Mujeres;2021;0,657
Castilla y León;De 15 a 29 años;Mujeres;2020;1,305
Castilla y León;De 15 a 29 años;Mujeres;2019;3,913
Castilla y León;De 15 a 29 años;Mujeres;2018;2,602
Castilla y León;De 30 a 39 años;Total;2021;9,837
Castilla y León;De 30 a 39 años;Total;2020;4,932
Castilla y León;De 30 a 39 años;Total;2019;6,582
Castilla y León;De 30 a 39 años;Total;2018;4,213
Castilla y León;De 30 a 39 años;Hombres;2021;11,571
Castilla y León;De 30 a 39 años;Hombres;2020;6,68
Castilla y León;De 30 a 39 años;Hombres;2019;10,012
Castilla y León;De 30 a 39 años;Hombres;2018;4,802
Castilla y León;De 30 a 39 años;Mujeres;2021;8,032
Castilla y León;De 30 a 39 años;Mujeres;2020;3,105
Castilla y León;De 30 a 39 años;Mujeres;2019;2,994
Castilla y León;De 30 a 39 años;Mujeres;2018;3,596
Castilla y León;De 40 a 44 años;Total;2021;10,396
Castilla y León;De 40 a 44 años;Total;2020;9,019
Castilla y León;De 40 a 44 años;Total;2019;12,18
Castilla y León;De 40 a 44 años;Total;2018;8,773
Castilla y León;De 40 a 44 años;Hombres;2021;14,789
Castilla y León;De 40 a 44 años;Hombres;2020;12,202
Castilla y León;De 40 a 44 años;Hombres;2019;15,234
Castilla y León;De 40 a 44 años;Hombres;2018;11,836
Castilla y León;De 40 a 44 años;Mujeres;2021;5,866
Castilla y León;De 40 a 44 años;Mujeres;2020;5,73
Castilla y León;De 40 a 44 años;Mujeres;2019;9,017
Castilla y León;De 40 a 44 años;Mujeres;2018;5,591
Castilla y León;De 45 a 49 años;Total;2021;13,559
Castilla y León;De 45 a 49 años;Total;2020;15,199
Castilla y León;De 45 a 49 años;Total;2019;9,195
Castilla y León;De 45 a 49 años;Total;2018;11,287
Castilla y León;De 45 a 49 años;Hombres;2021;17,131
Castilla y León;De 45 a 49 años;Hombres;2020;22,423
Castilla y León;De 45 a 49 años;Hombres;2019;13,817
Castilla y León;De 45 a 49 años;Hombres;2018;13,715
Castilla y León;De 45 a 49 años;Mujeres;2021;9,891
Castilla y León;De 45 a 49 años;Mujeres;2020;7,729
Castilla y León;De 45 a 49 años;Mujeres;2019;4,406
Castilla y León;De 45 a 49 años;Mujeres;2018;8,765
Castilla y León;De 50 a 54 años;Total;2021;13,79
Castilla y León;De 50 a 54 años;Total;2020;9,472
Castilla y León;De 50 a 54 años;Total;2019;11,474
Castilla y León;De 50 a 54 años;Total;2018;9,844
Castilla y León;De 50 a 54 años;Hombres;2021;17,921
Castilla y León;De 50 a 54 años;Hombres;2020;12,531
Castilla y León;De 50 a 54 años;Hombres;2019;15,543
Castilla y León;De 50 a 54 años;Hombres;2018;16,471
Castilla y León;De 50 a 54 años;Mujeres;2021;9,607
Castilla y León;De 50 a 54 años;Mujeres;2020;6,365
Castilla y León;De 50 a 54 años;Mujeres;2019;7,351
Castilla y León;De 50 a 54 años;Mujeres;2018;3,129
Castilla y León;De 55 a 59 años;Total;2021;10,943
Castilla y León;De 55 a 59 años;Total;2020;11,485
Castilla y León;De 55 a 59 años;Total;2019;12,599
Castilla y León;De 55 a 59 años;Total;2018;13,263
Castilla y León;De 55 a 59 años;Hombres;2021;16,638
Castilla y León;De 55 a 59 años;Hombres;2020;18,677
Castilla y León;De 55 a 59 años;Hombres;2019;21,808
Castilla y León;De 55 a 59 años;Hombres;2018;15,678
Castilla y León;De 55 a 59 años;Mujeres;2021;5,222
Castilla y León;De 55 a 59 años;Mujeres;2020;4,203
Castilla y León;De 55 a 59 años;Mujeres;2019;3,185
Castilla y León;De 55 a 59 años;Mujeres;2018;10,774
Castilla y León;De 60 a 64 años;Total;2021;15,476
Castilla y León;De 60 a 64 años;Total;2020;9,62
Castilla y León;De 60 a 64 años;Total;2019;9,348
Castilla y León;De 60 a 64 años;Total;2018;10,274
Castilla y León;De 60 a 64 años;Hombres;2021;24,126
Castilla y León;De 60 a 64 años;Hombres;2020;13,428
Castilla y León;De 60 a 64 años;Hombres;2019;9,216
Castilla y León;De 60 a 64 años;Hombres;2018;19,006
Castilla y León;De 60 a 64 años;Mujeres;2021;6,686
Castilla y León;De 60 a 64 años;Mujeres;2020;5,724
Castilla y León;De 60 a 64 años;Mujeres;2019;9,483
Castilla y León;De 60 a 64 años;Mujeres;2018;1,23
Castilla y León;De 65 a 69 años;Total;2021;11,96
Castilla y León;De 65 a 69 años;Total;2020;17,112
Castilla y León;De 65 a 69 años;Total;2019;9,024
Castilla y León;De 65 a 69 años;Total;2018;11,858
Castilla y León;De 65 a 69 años;Hombres;2021;15,835
Castilla y León;De 65 a 69 años;Hombres;2020;33,956
Castilla y León;De 65 a 69 años;Hombres;2019;16,563
Castilla y León;De 65 a 69 años;Hombres;2018;18,091
Castilla y León;De 65 a 69 años;Mujeres;2021;8,03
Castilla y León;De 65 a 69 años;Mujeres;2020;0
Castilla y León;De 65 a 69 años;Mujeres;2019;1,396
Castilla y León;De 65 a 69 años;Mujeres;2018;5,594
Castilla y León;De 70 a 74 años;Total;2021;14,248
Castilla y León;De 70 a 74 años;Total;2020;16,616
Castilla y León;De 70 a 74 años;Total;2019;13,662
Castilla y León;De 70 a 74 años;Total;2018;13,099
Castilla y León;De 70 a 74 años;Hombres;2021;21,628
Castilla y León;De 70 a 74 años;Hombres;2020;20,314
Castilla y León;De 70 a 74 años;Hombres;2019;23,602
Castilla y León;De 70 a 74 años;Hombres;2018;19,202
Castilla y León;De 70 a 74 años;Mujeres;2021;7,287
Castilla y León;De 70 a 74 años;Mujeres;2020;13,156
Castilla y León;De 70 a 74 años;Mujeres;2019;4,399
Castilla y León;De 70 a 74 años;Mujeres;2018;7,431
Castilla y León;De 75 a 79 años;Total;2021;10,445
Castilla y León;De 75 a 79 años;Total;2020;12,397
Castilla y León;De 75 a 79 años;Total;2019;7,326
Castilla y León;De 75 a 79 años;Total;2018;11,64
Castilla y León;De 75 a 79 años;Hombres;2021;18,971
Castilla y León;De 75 a 79 años;Hombres;2020;19,319
Castilla y León;De 75 a 79 años;Hombres;2019;10,019
Castilla y León;De 75 a 79 años;Hombres;2018;23,519
Castilla y León;De 75 a 79 años;Mujeres;2021;3,216
Castilla y León;De 75 a 79 años;Mujeres;2020;6,539
Castilla y León;De 75 a 79 años;Mujeres;2019;5,06
Castilla y León;De 75 a 79 años;Mujeres;2018;1,776
Castilla y León;De 80 a 84 años;Total;2021;24,188
Castilla y León;De 80 a 84 años;Total;2020;19,028
Castilla y León;De 80 a 84 años;Total;2019;22,382
Castilla y León;De 80 a 84 años;Total;2018;15,927
Castilla y León;De 80 a 84 años;Hombres;2021;38,38
Castilla y León;De 80 a 84 años;Hombres;2020;40,239
Castilla y León;De 80 a 84 años;Hombres;2019;46,066
Castilla y León;De 80 a 84 años;Hombres;2018;31,13
Castilla y León;De 80 a 84 años;Mujeres;2021;13,904
Castilla y León;De 80 a 84 años;Mujeres;2020;3,841
Castilla y León;De 80 a 84 años;Mujeres;2019;5,479
Castilla y León;De 80 a 84 años;Mujeres;2018;5,111
Castilla y León;De 85 a 89 años;Total;2021;10,245
Castilla y León;De 85 a 89 años;Total;2020;19,165
Castilla y León;De 85 a 89 años;Total;2019;15,13
Castilla y León;De 85 a 89 años;Total;2018;17,806
Castilla y León;De 85 a 89 años;Hombres;2021;20,445
Castilla y León;De 85 a 89 años;Hombres;2020;43,725
Castilla y León;De 85 a 89 años;Hombres;2019;33,122
Castilla y León;De 85 a 89 años;Hombres;2018;36,851
Castilla y León;De 85 a 89 años;Mujeres;2021;4,103
Castilla y León;De 85 a 89 años;Mujeres;2020;4,121
Castilla y León;De 85 a 89 años;Mujeres;2019;4,071
Castilla y León;De 85 a 89 años;Mujeres;2018;6,151
Castilla y León;De 90 a 94 años;Total;2021;4,945
Castilla y León;De 90 a 94 años;Total;2020;22,892
Castilla y León;De 90 a 94 años;Total;2019;23,233
Castilla y León;De 90 a 94 años;Total;2018;18,655
Castilla y León;De 90 a 94 años;Hombres;2021;15,215
Castilla y León;De 90 a 94 años;Hombres;2020;62,748
Castilla y León;De 90 a 94 años;Hombres;2019;63,691
Castilla y León;De 90 a 94 años;Hombres;2018;41,226
Castilla y León;De 90 a 94 años;Mujeres;2021;0
Castilla y León;De 90 a 94 años;Mujeres;2020;3,764
Castilla y León;De 90 a 94 años;Mujeres;2019;3,82
Castilla y León;De 90 a 94 años;Mujeres;2018;7,876
Castilla y León;95 y más años;Total;2021;22,538
Castilla y León;95 y más años;Total;2020;8,072
Castilla y León;95 y más años;Total;2019;16,267
Castilla y León;95 y más años;Total;2018;17,47
Castilla y León;95 y más años;Hombres;2021;87,26
Castilla y León;95 y más años;Hombres;2020;30,881
Castilla y León;95 y más años;Hombres;2019;62,163
Castilla y León;95 y más años;Hombres;2018;33,756
Castilla y León;95 y más años;Mujeres;2021;0
Castilla y León;95 y más años;Mujeres;2020;0
Castilla y León;95 y más años;Mujeres;2019;0
Castilla y León;95 y más años;Mujeres;2018;11,784
Castilla-La Mancha;Menos de 15 años;Total;2021;0
Castilla-La Mancha;Menos de 15 años;Total;2020;0
Castilla-La Mancha;Menos de 15 años;Total;2019;0
Castilla-La Mancha;Menos de 15 años;Total;2018;0
Castilla-La Mancha;Menos de 15 años;Hombres;2021;0
Castilla-La Mancha;Menos de 15 años;Hombres;2020;0
Castilla-La Mancha;Menos de 15 años;Hombres;2019;0
Castilla-La Mancha;Menos de 15 años;Hombres;2018;0
Castilla-La Mancha;Menos de 15 años;Mujeres;2021;0
Castilla-La Mancha;Menos de 15 años;Mujeres;2020;0
Castilla-La Mancha;Menos de 15 años;Mujeres;2019;0
Castilla-La Mancha;Menos de 15 años;Mujeres;2018;0
Castilla-La Mancha;De 15 a 29 años;Total;2021;3,668
Castilla-La Mancha;De 15 a 29 años;Total;2020;6,129
Castilla-La Mancha;De 15 a 29 años;Total;2019;2,778
Castilla-La Mancha;De 15 a 29 años;Total;2018;2,481
Castilla-La Mancha;De 15 a 29 años;Hombres;2021;4,716
Castilla-La Mancha;De 15 a 29 años;Hombres;2020;8,855
Castilla-La Mancha;De 15 a 29 años;Hombres;2019;4,767
Castilla-La Mancha;De 15 a 29 años;Hombres;2018;4,205
Castilla-La Mancha;De 15 a 29 años;Mujeres;2021;2,54
Castilla-La Mancha;De 15 a 29 años;Mujeres;2020;3,187
Castilla-La Mancha;De 15 a 29 años;Mujeres;2019;0,64
Castilla-La Mancha;De 15 a 29 años;Mujeres;2018;0,641
Castilla-La Mancha;De 30 a 39 años;Total;2021;5,845
Castilla-La Mancha;De 30 a 39 años;Total;2020;4,985
Castilla-La Mancha;De 30 a 39 años;Total;2019;6,351
Castilla-La Mancha;De 30 a 39 años;Total;2018;4,713
Castilla-La Mancha;De 30 a 39 años;Hombres;2021;9,867
Castilla-La Mancha;De 30 a 39 años;Hombres;2020;7,438
Castilla-La Mancha;De 30 a 39 años;Hombres;2019;7,244
Castilla-La Mancha;De 30 a 39 años;Hombres;2018;7,024
Castilla-La Mancha;De 30 a 39 años;Mujeres;2021;1,602
Castilla-La Mancha;De 30 a 39 años;Mujeres;2020;2,375
Castilla-La Mancha;De 30 a 39 años;Mujeres;2019;5,4
Castilla-La Mancha;De 30 a 39 años;Mujeres;2018;2,248
Castilla-La Mancha;De 40 a 44 años;Total;2021;4,827
Castilla-La Mancha;De 40 a 44 años;Total;2020;8,998
Castilla-La Mancha;De 40 a 44 años;Total;2019;6,579
Castilla-La Mancha;De 40 a 44 años;Total;2018;8,998
Castilla-La Mancha;De 40 a 44 años;Hombres;2021;6,985
Castilla-La Mancha;De 40 a 44 años;Hombres;2020;12,765
Castilla-La Mancha;De 40 a 44 años;Hombres;2019;8,093
Castilla-La Mancha;De 40 a 44 años;Hombres;2018;9,262
Castilla-La Mancha;De 40 a 44 años;Mujeres;2021;2,505
Castilla-La Mancha;De 40 a 44 años;Mujeres;2020;4,967
Castilla-La Mancha;De 40 a 44 años;Mujeres;2019;4,956
Castilla-La Mancha;De 40 a 44 años;Mujeres;2018;8,713
Castilla-La Mancha;De 45 a 49 años;Total;2021;11,419
Castilla-La Mancha;De 45 a 49 años;Total;2020;10,426
Castilla-La Mancha;De 45 a 49 años;Total;2019;10,526
Castilla-La Mancha;De 45 a 49 años;Total;2018;6,845
Castilla-La Mancha;De 45 a 49 años;Hombres;2021;19,863
Castilla-La Mancha;De 45 a 49 años;Hombres;2020;15,511
Castilla-La Mancha;De 45 a 49 años;Hombres;2019;15,665
Castilla-La Mancha;De 45 a 49 años;Hombres;2018;9,7
Castilla-La Mancha;De 45 a 49 años;Mujeres;2021;2,475
