Comunidades y Ciudades Autónomas;Edades;Sexo;Periodo;Total
Comunitat Valenciana;De 90 a 94 años;Total;2020;17,086
Comunitat Valenciana;De 90 a 94 años;Total;2019;23,139
Comunitat Valenciana;De 90 a 94 años;Total;2018;29,723
Comunitat Valenciana;De 90 a 94 años;Hombres;2021;54,993
Comunitat Valenciana;De 90 a 94 años;Hombres;2020;45,563
Comunitat Valenciana;De 90 a 94 años;Hombres;2019;48,218
Comunitat Valenciana;De 90 a 94 años;Hombres;2018;76,924
Comunitat Valenciana;De 90 a 94 años;Mujeres;2021;3,533
Comunitat Valenciana;De 90 a 94 años;Mujeres;2020;3,597
Comunitat Valenciana;De 90 a 94 años;Mujeres;2019;11,341
Comunitat Valenciana;De 90 a 94 años;Mujeres;2018;7,903
Comunitat Valenciana;95 y más años;Total;2021;9,177
Comunitat Valenciana;95 y más años;Total;2020;45,115
Comunitat Valenciana;95 y más años;Total;2019;0
Comunitat Valenciana;95 y más años;Total;2018;10,404
Comunitat Valenciana;95 y más años;Hombres;2021;37,037
Comunitat Valenciana;95 y más años;Hombres;2020;100,215
Comunitat Valenciana;95 y más años;Hombres;2019;0
Comunitat Valenciana;95 y más años;Hombres;2018;0
Comunitat Valenciana;95 y más años;Mujeres;2021;0
Comunitat Valenciana;95 y más años;Mujeres;2020;24,724
Comunitat Valenciana;95 y más años;Mujeres;2019;0
Comunitat Valenciana;95 y más años;Mujeres;2018;13,958
Extremadura;Menos de 15 años;Total;2021;0
Extremadura;Menos de 15 años;Total;2020;0
Extremadura;Menos de 15 años;Total;2019;0
Extremadura;Menos de 15 años;Total;2018;0
Extremadura;Menos de 15 años;Hombres;2021;0
Extremadura;Menos de 15 años;Hombres;2020;0
Extremadura;Menos de 15 años;Hombres;2019;0
Extremadura;Menos de 15 años;Hombres;2018;0
Extremadura;Menos de 15 años;Mujeres;2021;0
Extremadura;Menos de 15 años;Mujeres;2020;0
Extremadura;Menos de 15 años;Mujeres;2019;0
Extremadura;Menos de 15 años;Mujeres;2018;0
Extremadura;De 15 a 29 años;Total;2021;1,828
Extremadura;De 15 a 29 años;Total;2020;5,406
Extremadura;De 15 a 29 años;Total;2019;4,152
Extremadura;De 15 a 29 años;Total;2018;2,916
Extremadura;De 15 a 29 años;Hombres;2021;1,191
Extremadura;De 15 a 29 años;Hombres;2020;10,564
Extremadura;De 15 a 29 años;Hombres;2019;6,95
Extremadura;De 15 a 29 años;Hombres;2018;4,547
Extremadura;De 15 a 29 años;Mujeres;2021;2,494
Extremadura;De 15 a 29 años;Mujeres;2020;0
Extremadura;De 15 a 29 años;Mujeres;2019;1,216
Extremadura;De 15 a 29 años;Mujeres;2018;1,198
Extremadura;De 30 a 39 años;Total;2021;6,203
Extremadura;De 30 a 39 años;Total;2020;6,096
Extremadura;De 30 a 39 años;Total;2019;8,935
Extremadura;De 30 a 39 años;Total;2018;5,086
Extremadura;De 30 a 39 años;Hombres;2021;10,593
Extremadura;De 30 a 39 años;Hombres;2020;7,432
Extremadura;De 30 a 39 años;Hombres;2019;15,974
Extremadura;De 30 a 39 años;Hombres;2018;5,666
Extremadura;De 30 a 39 años;Mujeres;2021;1,59
Extremadura;De 30 a 39 años;Mujeres;2020;4,69
Extremadura;De 30 a 39 años;Mujeres;2019;1,528
Extremadura;De 30 a 39 años;Mujeres;2018;4,475
Extremadura;De 40 a 44 años;Total;2021;13,004
Extremadura;De 40 a 44 años;Total;2020;6,456
Extremadura;De 40 a 44 años;Total;2019;7,673
Extremadura;De 40 a 44 años;Total;2018;6,331
Extremadura;De 40 a 44 años;Hombres;2021;18,086
Extremadura;De 40 a 44 años;Hombres;2020;12,754
Extremadura;De 40 a 44 años;Hombres;2019;12,585
Extremadura;De 40 a 44 años;Hombres;2018;4,972
Extremadura;De 40 a 44 años;Mujeres;2021;7,855
Extremadura;De 40 a 44 años;Mujeres;2020;0
Extremadura;De 40 a 44 años;Mujeres;2019;2,6
Extremadura;De 40 a 44 años;Mujeres;2018;7,741
Extremadura;De 45 a 49 años;Total;2021;6,192
Extremadura;De 45 a 49 años;Total;2020;13,651
Extremadura;De 45 a 49 años;Total;2019;6,169
Extremadura;De 45 a 49 años;Total;2018;9,775
Extremadura;De 45 a 49 años;Hombres;2021;9,77
Extremadura;De 45 a 49 años;Hombres;2020;24,437
Extremadura;De 45 a 49 años;Hombres;2019;7,3
Extremadura;De 45 a 49 años;Hombres;2018;16,882
Extremadura;De 45 a 49 años;Mujeres;2021;2,512
Extremadura;De 45 a 49 años;Mujeres;2020;2,522
Extremadura;De 45 a 49 años;Mujeres;2019;5,005
Extremadura;De 45 a 49 años;Mujeres;2018;2,476
Extremadura;De 50 a 54 años;Total;2021;16,783
Extremadura;De 50 a 54 años;Total;2020;10,743
Extremadura;De 50 a 54 años;Total;2019;14,104
Extremadura;De 50 a 54 años;Total;2018;8,125
Extremadura;De 50 a 54 años;Hombres;2021;21,535
Extremadura;De 50 a 54 años;Hombres;2020;21,394
Extremadura;De 50 a 54 años;Hombres;2019;23,386
Extremadura;De 50 a 54 años;Hombres;2018;16,13
Extremadura;De 50 a 54 años;Mujeres;2021;12,012
Extremadura;De 50 a 54 años;Mujeres;2020;0
Extremadura;De 50 a 54 años;Mujeres;2019;4,726
Extremadura;De 50 a 54 años;Mujeres;2018;0
Extremadura;De 55 a 59 años;Total;2021;9,382
Extremadura;De 55 a 59 años;Total;2020;8,295
Extremadura;De 55 a 59 años;Total;2019;10,832
Extremadura;De 55 a 59 años;Total;2018;9,846
Extremadura;De 55 a 59 años;Hombres;2021;13,968
Extremadura;De 55 a 59 años;Hombres;2020;14,015
Extremadura;De 55 a 59 años;Hombres;2019;21,234
Extremadura;De 55 a 59 años;Hombres;2018;19,217
Extremadura;De 55 a 59 años;Mujeres;2021;4,726
Extremadura;De 55 a 59 años;Mujeres;2020;2,405
Extremadura;De 55 a 59 años;Mujeres;2019;0
Extremadura;De 55 a 59 años;Mujeres;2018;0
Extremadura;De 60 a 64 años;Total;2021;11,969
Extremadura;De 60 a 64 años;Total;2020;6,984
Extremadura;De 60 a 64 años;Total;2019;8,835
Extremadura;De 60 a 64 años;Total;2018;6,199
Extremadura;De 60 a 64 años;Hombres;2021;18,27
Extremadura;De 60 a 64 años;Hombres;2020;13,675
Extremadura;De 60 a 64 años;Hombres;2019;14,419
Extremadura;De 60 a 64 años;Hombres;2018;9,09
Extremadura;De 60 a 64 años;Mujeres;2021;5,423
Extremadura;De 60 a 64 años;Mujeres;2020;0
Extremadura;De 60 a 64 años;Mujeres;2019;3,009
Extremadura;De 60 a 64 años;Mujeres;2018;3,173
Extremadura;De 65 a 69 años;Total;2021;8,595
Extremadura;De 65 a 69 años;Total;2020;7,124
Extremadura;De 65 a 69 años;Total;2019;5,47
Extremadura;De 65 a 69 años;Total;2018;9,208
Extremadura;De 65 a 69 años;Hombres;2021;13,663
Extremadura;De 65 a 69 años;Hombres;2020;14,127
Extremadura;De 65 a 69 años;Hombres;2019;7,238
Extremadura;De 65 a 69 años;Hombres;2018;14,755
Extremadura;De 65 a 69 años;Mujeres;2021;3,461
Extremadura;De 65 a 69 años;Mujeres;2020;0
Extremadura;De 65 a 69 años;Mujeres;2019;3,674
Extremadura;De 65 a 69 años;Mujeres;2018;3,677
Extremadura;De 70 a 74 años;Total;2021;10,064
Extremadura;De 70 a 74 años;Total;2020;24,436
Extremadura;De 70 a 74 años;Total;2019;12,083
Extremadura;De 70 a 74 años;Total;2018;14,119
Extremadura;De 70 a 74 años;Hombres;2021;21,143
Extremadura;De 70 a 74 años;Hombres;2020;38,782
Extremadura;De 70 a 74 años;Hombres;2019;25,62
Extremadura;De 70 a 74 años;Hombres;2018;30,019
Extremadura;De 70 a 74 años;Mujeres;2021;0
Extremadura;De 70 a 74 años;Mujeres;2020;11,582
Extremadura;De 70 a 74 años;Mujeres;2019;0
Extremadura;De 70 a 74 años;Mujeres;2018;0
Extremadura;De 75 a 79 años;Total;2021;9,389
Extremadura;De 75 a 79 años;Total;2020;16,704
Extremadura;De 75 a 79 años;Total;2019;14,712
Extremadura;De 75 a 79 años;Total;2018;7,84
Extremadura;De 75 a 79 años;Hombres;2021;21,023
Extremadura;De 75 a 79 años;Hombres;2020;26,803
Extremadura;De 75 a 79 años;Hombres;2019;22,262
Extremadura;De 75 a 79 años;Hombres;2018;17,922
Extremadura;De 75 a 79 años;Mujeres;2021;0
Extremadura;De 75 a 79 años;Mujeres;2020;8,602
Extremadura;De 75 a 79 años;Mujeres;2019;8,766
Extremadura;De 75 a 79 años;Mujeres;2018;0
Extremadura;De 80 a 84 años;Total;2021;6,251
Extremadura;De 80 a 84 años;Total;2020;14,9
Extremadura;De 80 a 84 años;Total;2019;5,732
Extremadura;De 80 a 84 años;Total;2018;18,738
Extremadura;De 80 a 84 años;Hombres;2021;15,401
Extremadura;De 80 a 84 años;Hombres;2020;21,978
Extremadura;De 80 a 84 años;Hombres;2019;14,106
Extremadura;De 80 a 84 años;Hombres;2018;39,369
Extremadura;De 80 a 84 años;Mujeres;2021;0
Extremadura;De 80 a 84 años;Mujeres;2020;10,047
Extremadura;De 80 a 84 años;Mujeres;2019;0
Extremadura;De 80 a 84 años;Mujeres;2018;4,521
Extremadura;De 85 a 89 años;Total;2021;17,966
Extremadura;De 85 a 89 años;Total;2020;29,337
Extremadura;De 85 a 89 años;Total;2019;11,214
Extremadura;De 85 a 89 años;Total;2018;11,511
Extremadura;De 85 a 89 años;Hombres;2021;38,603
Extremadura;De 85 a 89 años;Hombres;2020;68,815
Extremadura;De 85 a 89 años;Hombres;2019;30,088
Extremadura;De 85 a 89 años;Hombres;2018;20,666
Extremadura;De 85 a 89 años;Mujeres;2021;5,725
Extremadura;De 85 a 89 años;Mujeres;2020;5,849
Extremadura;De 85 a 89 años;Mujeres;2019;0
Extremadura;De 85 a 89 años;Mujeres;2018;6,103
Extremadura;De 90 a 94 años;Total;2021;25,523
Extremadura;De 90 a 94 años;Total;2020;18,022
Extremadura;De 90 a 94 años;Total;2019;9,229
Extremadura;De 90 a 94 años;Total;2018;9,723
Extremadura;De 90 a 94 años;Hombres;2021;78,699
Extremadura;De 90 a 94 años;Hombres;2020;54,28
Extremadura;De 90 a 94 años;Hombres;2019;27,909
Extremadura;De 90 a 94 años;Hombres;2018;29,735
Extremadura;De 90 a 94 años;Mujeres;2021;0
Extremadura;De 90 a 94 años;Mujeres;2020;0
Extremadura;De 90 a 94 años;Mujeres;2019;0
Extremadura;De 90 a 94 años;Mujeres;2018;0
Extremadura;95 y más años;Total;2021;0
Extremadura;95 y más años;Total;2020;0
Extremadura;95 y más años;Total;2019;36,784
Extremadura;95 y más años;Total;2018;0
Extremadura;95 y más años;Hombres;2021;0
Extremadura;95 y más años;Hombres;2020;0
Extremadura;95 y más años;Hombres;2019;126,796
Extremadura;95 y más años;Hombres;2018;0
Extremadura;95 y más años;Mujeres;2021;0
Extremadura;95 y más años;Mujeres;2020;0
Extremadura;95 y más años;Mujeres;2019;0
Extremadura;95 y más años;Mujeres;2018;0
Galicia;Menos de 15 años;Total;2021;0,342
Galicia;Menos de 15 años;Total;2020;0,318
Galicia;Menos de 15 años;Total;2019;0
Galicia;Menos de 15 años;Total;2018;0
Galicia;Menos de 15 años;Hombres;2021;0
Galicia;Menos de 15 años;Hombres;2020;0,616
Galicia;Menos de 15 años;Hombres;2019;0
Galicia;Menos de 15 años;Hombres;2018;0
Galicia;Menos de 15 años;Mujeres;2021;0,706
Galicia;Menos de 15 años;Mujeres;2020;0
Galicia;Menos de 15 años;Mujeres;2019;0
Galicia;Menos de 15 años;Mujeres;2018;0
Galicia;De 15 a 29 años;Total;2021;6,74
Galicia;De 15 a 29 años;Total;2020;4,081
Galicia;De 15 a 29 años;Total;2019;4,97
Galicia;De 15 a 29 años;Total;2018;2,925
Galicia;De 15 a 29 años;Hombres;2021;8,017
Galicia;De 15 a 29 años;Hombres;2020;6,253
Galicia;De 15 a 29 años;Hombres;2019;5,135
Galicia;De 15 a 29 años;Hombres;2018;5,142
Galicia;De 15 a 29 años;Mujeres;2021;5,402
Galicia;De 15 a 29 años;Mujeres;2020;1,795
Galicia;De 15 a 29 años;Mujeres;2019;4,796
Galicia;De 15 a 29 años;Mujeres;2018;0,599
Galicia;De 30 a 39 años;Total;2021;9,892
Galicia;De 30 a 39 años;Total;2020;6,666
Galicia;De 30 a 39 años;Total;2019;9,14
Galicia;De 30 a 39 años;Total;2018;5,825
Galicia;De 30 a 39 años;Hombres;2021;13,822
Galicia;De 30 a 39 años;Hombres;2020;10,757
Galicia;De 30 a 39 años;Hombres;2019;15,18
Galicia;De 30 a 39 años;Hombres;2018;8,706
Galicia;De 30 a 39 años;Mujeres;2021;5,947
Galicia;De 30 a 39 años;Mujeres;2020;2,548
Galicia;De 30 a 39 años;Mujeres;2019;3,058
Galicia;De 30 a 39 años;Mujeres;2018;2,923
Galicia;De 40 a 44 años;Total;2021;9,65
Galicia;De 40 a 44 años;Total;2020;11,668
Galicia;De 40 a 44 años;Total;2019;8,863
Galicia;De 40 a 44 años;Total;2018;10,191
Galicia;De 40 a 44 años;Hombres;2021;13,801
Galicia;De 40 a 44 años;Hombres;2020;16,201
Galicia;De 40 a 44 años;Hombres;2019;12,426
Galicia;De 40 a 44 años;Hombres;2018;14,164
Galicia;De 40 a 44 años;Mujeres;2021;5,509
Galicia;De 40 a 44 años;Mujeres;2020;7,16
Galicia;De 40 a 44 años;Mujeres;2019;5,31
Galicia;De 40 a 44 años;Mujeres;2018;6,209
Galicia;De 45 a 49 años;Total;2021;13,845
Galicia;De 45 a 49 años;Total;2020;15,005
Galicia;De 45 a 49 años;Total;2019;13,405
Galicia;De 45 a 49 años;Total;2018;12,125
Galicia;De 45 a 49 años;Hombres;2021;16,163
Galicia;De 45 a 49 años;Hombres;2020;21,917
Galicia;De 45 a 49 años;Hombres;2019;18,608
Galicia;De 45 a 49 años;Hombres;2018;17,863
Galicia;De 45 a 49 años;Mujeres;2021;11,551
Galicia;De 45 a 49 años;Mujeres;2020;8,151
Galicia;De 45 a 49 años;Mujeres;2019;8,268
Galicia;De 45 a 49 años;Mujeres;2018;6,478
Galicia;De 50 a 54 años;Total;2021;16,485
Galicia;De 50 a 54 años;Total;2020;19,008
Galicia;De 50 a 54 años;Total;2019;12,015
Galicia;De 50 a 54 años;Total;2018;10,736
Galicia;De 50 a 54 años;Hombres;2021;24,928
Galicia;De 50 a 54 años;Hombres;2020;30,012
Galicia;De 50 a 54 años;Hombres;2019;17,619
Galicia;De 50 a 54 años;Hombres;2018;16,898
Galicia;De 50 a 54 años;Mujeres;2021;8,332
Galicia;De 50 a 54 años;Mujeres;2020;8,4
Galicia;De 50 a 54 años;Mujeres;2019;6,61
Galicia;De 50 a 54 años;Mujeres;2018;4,794
Galicia;De 55 a 59 años;Total;2021;16,124
Galicia;De 55 a 59 años;Total;2020;15,2
Galicia;De 55 a 59 años;Total;2019;19,888
Galicia;De 55 a 59 años;Total;2018;15,926
Galicia;De 55 a 59 años;Hombres;2021;27,008
Galicia;De 55 a 59 años;Hombres;2020;19,787
Galicia;De 55 a 59 años;Hombres;2019;32,399
Galicia;De 55 a 59 años;Hombres;2018;22,083
Galicia;De 55 a 59 años;Mujeres;2021;5,871
Galicia;De 55 a 59 años;Mujeres;2020;10,854
Galicia;De 55 a 59 años;Mujeres;2019;7,967
Galicia;De 55 a 59 años;Mujeres;2018;10,045
Galicia;De 60 a 64 años;Total;2021;18,501
Galicia;De 60 a 64 años;Total;2020;17,236
Galicia;De 60 a 64 años;Total;2019;9,929
Galicia;De 60 a 64 años;Total;2018;15,774
Galicia;De 60 a 64 años;Hombres;2021;26,348
Galicia;De 60 a 64 años;Hombres;2020;24,573
Galicia;De 60 a 64 años;Hombres;2019;16,009
Galicia;De 60 a 64 años;Hombres;2018;23,335
Galicia;De 60 a 64 años;Mujeres;2021;11,214
Galicia;De 60 a 64 años;Mujeres;2020;10,402
Galicia;De 60 a 64 años;Mujeres;2019;4,263
Galicia;De 60 a 64 años;Mujeres;2018;8,715
Galicia;De 65 a 69 años;Total;2021;10,144
Galicia;De 65 a 69 años;Total;2020;12,756
Galicia;De 65 a 69 años;Total;2019;15,253
Galicia;De 65 a 69 años;Total;2018;12,755
Galicia;De 65 a 69 años;Hombres;2021;10,021
Galicia;De 65 a 69 años;Hombres;2020;20,419
Galicia;De 65 a 69 años;Hombres;2019;25,623
Galicia;De 65 a 69 años;Hombres;2018;19,106
Galicia;De 65 a 69 años;Mujeres;2021;10,257
Galicia;De 65 a 69 años;Mujeres;2020;5,796
Galicia;De 65 a 69 años;Mujeres;2019;5,824
Galicia;De 65 a 69 años;Mujeres;2018;6,966
Galicia;De 70 a 74 años;Total;2021;12,124
Galicia;De 70 a 74 años;Total;2020;12,008
Galicia;De 70 a 74 años;Total;2019;12,633
Galicia;De 70 a 74 años;Total;2018;17,302
Galicia;De 70 a 74 años;Hombres;2021;19,306
Galicia;De 70 a 74 años;Hombres;2020;17,757
Galicia;De 70 a 74 años;Hombres;2019;19,146
Galicia;De 70 a 74 años;Hombres;2018;23,628
Galicia;De 70 a 74 años;Mujeres;2021;5,938
Galicia;De 70 a 74 años;Mujeres;2020;7,058
Galicia;De 70 a 74 años;Mujeres;2019;7,042
Galicia;De 70 a 74 años;Mujeres;2018;11,89
Galicia;De 75 a 79 años;Total;2021;26,244
Galicia;De 75 a 79 años;Total;2020;10,571
Galicia;De 75 a 79 años;Total;2019;16,643
Galicia;De 75 a 79 años;Total;2018;14,403
Galicia;De 75 a 79 años;Hombres;2021;37,944
Galicia;De 75 a 79 años;Hombres;2020;15,366
Galicia;De 75 a 79 años;Hombres;2019;36,007
Galicia;De 75 a 79 años;Hombres;2018;17,396
Galicia;De 75 a 79 años;Mujeres;2021;16,98
Galicia;De 75 a 79 años;Mujeres;2020;6,769
Galicia;De 75 a 79 años;Mujeres;2019;1,416
Galicia;De 75 a 79 años;Mujeres;2018;12,068
Galicia;De 80 a 84 años;Total;2021;25,341
Galicia;De 80 a 84 años;Total;2020;33,629
Galicia;De 80 a 84 años;Total;2019;20,821
Galicia;De 80 a 84 años;Total;2018;24,802
Galicia;De 80 a 84 años;Hombres;2021;44,887
Galicia;De 80 a 84 años;Hombres;2020;58,623
Galicia;De 80 a 84 años;Hombres;2019;35,292
Galicia;De 80 a 84 años;Hombres;2018;44,228
Galicia;De 80 a 84 años;Mujeres;2021;11,955
Galicia;De 80 a 84 años;Mujeres;2020;16,621
Galicia;De 80 a 84 años;Mujeres;2019;11,083
Galicia;De 80 a 84 años;Mujeres;2018;11,821
Galicia;De 85 a 89 años;Total;2021;24,225
Galicia;De 85 a 89 años;Total;2020;14,197
Galicia;De 85 a 89 años;Total;2019;18,248
Galicia;De 85 a 89 años;Total;2018;21,431
Galicia;De 85 a 89 años;Hombres;2021;41,379
Galicia;De 85 a 89 años;Hombres;2020;26,074
Galicia;De 85 a 89 años;Hombres;2019;40,545
Galicia;De 85 a 89 años;Hombres;2018;42,136
Galicia;De 85 a 89 años;Mujeres;2021;14,474
Galicia;De 85 a 89 años;Mujeres;2020;7,429
Galicia;De 85 a 89 años;Mujeres;2019;5,703
Galicia;De 85 a 89 años;Mujeres;2018;9,834
Galicia;De 90 a 94 años;Total;2021;22,812
Galicia;De 90 a 94 años;Total;2020;15,978
Galicia;De 90 a 94 años;Total;2019;22,389
Galicia;De 90 a 94 años;Total;2018;11,832
Galicia;De 90 a 94 años;Hombres;2021;57,325
Galicia;De 90 a 94 años;Hombres;2020;34,087
Galicia;De 90 a 94 años;Hombres;2019;45,359
Galicia;De 90 a 94 años;Hombres;2018;19,315
Galicia;De 90 a 94 años;Mujeres;2021;7,342
Galicia;De 90 a 94 años;Mujeres;2020;7,747
Galicia;De 90 a 94 años;Mujeres;2019;12,142
Galicia;De 90 a 94 años;Mujeres;2018;8,528
Galicia;95 y más años;Total;2021;16,76
Galicia;95 y más años;Total;2020;17,617
Galicia;95 y más años;Total;2019;27,697
Galicia;95 y más años;Total;2018;0
Galicia;95 y más años;Hombres;2021;34,831
Galicia;95 y más años;Hombres;2020;70,457
Galicia;95 y más años;Hombres;2019;109,486
Galicia;95 y más años;Hombres;2018;0
Galicia;95 y más años;Mujeres;2021;11,035
Galicia;95 y más años;Mujeres;2020;0
Galicia;95 y más años;Mujeres;2019;0
Galicia;95 y más años;Mujeres;2018;0
Madrid, Comunidad de;Menos de 15 años;Total;2021;0,539
Madrid, Comunidad de;Menos de 15 años;Total;2020;0,197
Madrid, Comunidad de;Menos de 15 años;Total;2019;0
Madrid, Comunidad de;Menos de 15 años;Total;2018;0,097
Madrid, Comunidad de;Menos de 15 años;Hombres;2021;0,839
Madrid, Comunidad de;Menos de 15 años;Hombres;2020;0,192
Madrid, Comunidad de;Menos de 15 años;Hombres;2019;0
Madrid, Comunidad de;Menos de 15 años;Hombres;2018;0
Madrid, Comunidad de;Menos de 15 años;Mujeres;2021;0,221
Madrid, Comunidad de;Menos de 15 años;Mujeres;2020;0,203
Madrid, Comunidad de;Menos de 15 años;Mujeres;2019;0
Madrid, Comunidad de;Menos de 15 años;Mujeres;2018;0,2
Madrid, Comunidad de;De 15 a 29 años;Total;2021;3,08
Madrid, Comunidad de;De 15 a 29 años;Total;2020;3,424
Madrid, Comunidad de;De 15 a 29 años;Total;2019;3,729
Madrid, Comunidad de;De 15 a 29 años;Total;2018;3,572
Madrid, Comunidad de;De 15 a 29 años;Hombres;2021;4,455
Madrid, Comunidad de;De 15 a 29 años;Hombres;2020;5,906
Madrid, Comunidad de;De 15 a 29 años;Hombres;2019;5,537
Madrid, Comunidad de;De 15 a 29 años;Hombres;2018;5,152
Madrid, Comunidad de;De 15 a 29 años;Mujeres;2021;1,689
Madrid, Comunidad de;De 15 a 29 años;Mujeres;2020;0,928
Madrid, Comunidad de;De 15 a 29 años;Mujeres;2019;1,916
Madrid, Comunidad de;De 15 a 29 años;Mujeres;2018;1,988
Madrid, Comunidad de;De 30 a 39 años;Total;2021;5,239
Madrid, Comunidad de;De 30 a 39 años;Total;2020;5,247
Madrid, Comunidad de;De 30 a 39 años;Total;2019;5,186
Madrid, Comunidad de;De 30 a 39 años;Total;2018;4,146
Madrid, Comunidad de;De 30 a 39 años;Hombres;2021;8,201
Madrid, Comunidad de;De 30 a 39 años;Hombres;2020;7,164
Madrid, Comunidad de;De 30 a 39 años;Hombres;2019;8,185
Madrid, Comunidad de;De 30 a 39 años;Hombres;2018;6,527
Madrid, Comunidad de;De 30 a 39 años;Mujeres;2021;2,4
Madrid, Comunidad de;De 30 a 39 años;Mujeres;2020;3,418
Madrid, Comunidad de;De 30 a 39 años;Mujeres;2019;2,323
Madrid, Comunidad de;De 30 a 39 años;Mujeres;2018;1,871
Madrid, Comunidad de;De 40 a 44 años;Total;2021;4,945
Madrid, Comunidad de;De 40 a 44 años;Total;2020;6,01
Madrid, Comunidad de;De 40 a 44 años;Total;2019;5,584
Madrid, Comunidad de;De 40 a 44 años;Total;2018;4,731
Madrid, Comunidad de;De 40 a 44 años;Hombres;2021;8,266
Madrid, Comunidad de;De 40 a 44 años;Hombres;2020;9,444
Madrid, Comunidad de;De 40 a 44 años;Hombres;2019;9,273
Madrid, Comunidad de;De 40 a 44 años;Hombres;2018;6,834
Madrid, Comunidad de;De 40 a 44 años;Mujeres;2021;1,736
Madrid, Comunidad de;De 40 a 44 años;Mujeres;2020;2,699
Madrid, Comunidad de;De 40 a 44 años;Mujeres;2019;2,001
Madrid, Comunidad de;De 40 a 44 años;Mujeres;2018;2,673
Madrid, Comunidad de;De 45 a 49 años;Total;2021;6,5
Madrid, Comunidad de;De 45 a 49 años;Total;2020;6,411
Madrid, Comunidad de;De 45 a 49 años;Total;2019;6,576
Madrid, Comunidad de;De 45 a 49 años;Total;2018;7,846
Madrid, Comunidad de;De 45 a 49 años;Hombres;2021;9,036
Madrid, Comunidad de;De 45 a 49 años;Hombres;2020;9,522
Madrid, Comunidad de;De 45 a 49 años;Hombres;2019;10,114
Madrid, Comunidad de;De 45 a 49 años;Hombres;2018;11,862
Madrid, Comunidad de;De 45 a 49 años;Mujeres;2021;4,042
Madrid, Comunidad de;De 45 a 49 años;Mujeres;2020;3,407
Madrid, Comunidad de;De 45 a 49 años;Mujeres;2019;3,149
Madrid, Comunidad de;De 45 a 49 años;Mujeres;2018;3,952
Madrid, Comunidad de;De 50 a 54 años;Total;2021;7,425
Madrid, Comunidad de;De 50 a 54 años;Total;2020;8,074
Madrid, Comunidad de;De 50 a 54 años;Total;2019;7,038
Madrid, Comunidad de;De 50 a 54 años;Total;2018;9,18
Madrid, Comunidad de;De 50 a 54 años;Hombres;2021;11,373
Madrid, Comunidad de;De 50 a 54 años;Hombres;2020;11,09
Madrid, Comunidad de;De 50 a 54 años;Hombres;2019;8,067
Madrid, Comunidad de;De 50 a 54 años;Hombres;2018;12,366
Madrid, Comunidad de;De 50 a 54 años;Mujeres;2021;3,7
Madrid, Comunidad de;De 50 a 54 años;Mujeres;2020;5,23
Madrid, Comunidad de;De 50 a 54 años;Mujeres;2019;6,07
Madrid, Comunidad de;De 50 a 54 años;Mujeres;2018;6,189
Madrid, Comunidad de;De 55 a 59 años;Total;2021;7,238
Madrid, Comunidad de;De 55 a 59 años;Total;2020;9,307
Madrid, Comunidad de;De 55 a 59 años;Total;2019;7,358
Madrid, Comunidad de;De 55 a 59 años;Total;2018;7,606
Madrid, Comunidad de;De 55 a 59 años;Hombres;2021;10,74
Madrid, Comunidad de;De 55 a 59 años;Hombres;2020;12,293
Madrid, Comunidad de;De 55 a 59 años;Hombres;2019;9,854
Madrid, Comunidad de;De 55 a 59 años;Hombres;2018;11,166
Madrid, Comunidad de;De 55 a 59 años;Mujeres;2021;4,061
Madrid, Comunidad de;De 55 a 59 años;Mujeres;2020;6,601
Madrid, Comunidad de;De 55 a 59 años;Mujeres;2019;5,099
Madrid, Comunidad de;De 55 a 59 años;Mujeres;2018;4,388
Madrid, Comunidad de;De 60 a 64 años;Total;2021;4,761
Madrid, Comunidad de;De 60 a 64 años;Total;2020;9,2
Madrid, Comunidad de;De 60 a 64 años;Total;2019;7,149
Madrid, Comunidad de;De 60 a 64 años;Total;2018;7,689
Madrid, Comunidad de;De 60 a 64 años;Hombres;2021;5,936
Madrid, Comunidad de;De 60 a 64 años;Hombres;2020;12,118
Madrid, Comunidad de;De 60 a 64 años;Hombres;2019;9,154
Madrid, Comunidad de;De 60 a 64 años;Hombres;2018;12,498
Madrid, Comunidad de;De 60 a 64 años;Mujeres;2021;3,742
Madrid, Comunidad de;De 60 a 64 años;Mujeres;2020;6,675
Madrid, Comunidad de;De 60 a 64 años;Mujeres;2019;5,421
Madrid, Comunidad de;De 60 a 64 años;Mujeres;2018;3,569
Madrid, Comunidad de;De 65 a 69 años;Total;2021;7,383
Madrid, Comunidad de;De 65 a 69 años;Total;2020;3,735
Madrid, Comunidad de;De 65 a 69 años;Total;2019;5,985
Madrid, Comunidad de;De 65 a 69 años;Total;2018;5,359
Madrid, Comunidad de;De 65 a 69 años;Hombres;2021;10,946
Madrid, Comunidad de;De 65 a 69 años;Hombres;2020;4,829
Madrid, Comunidad de;De 65 a 69 años;Hombres;2019;7,654
Madrid, Comunidad de;De 65 a 69 años;Hombres;2018;6,254
Madrid, Comunidad de;De 65 a 69 años;Mujeres;2021;4,472
Madrid, Comunidad de;De 65 a 69 años;Mujeres;2020;2,835
Madrid, Comunidad de;De 65 a 69 años;Mujeres;2019;4,604
Madrid, Comunidad de;De 65 a 69 años;Mujeres;2018;4,616
Madrid, Comunidad de;De 70 a 74 años;Total;2021;5,812
Madrid, Comunidad de;De 70 a 74 años;Total;2020;8,838
Madrid, Comunidad de;De 70 a 74 años;Total;2019;6,84
